Title,Author,Review,Ratings,Year,Price
,,,,"Jul 7, 2022",8.
,,,,"Jul 7, 2022",3.
,,,,"Feb 5, 2022",0.
,,,,"Feb 5, 2022",5.
,,,,"Nov 13, 2018",5.
,,,,"Nov 13, 2018",0.
,,,,"Sep 12, 2021",0.
,,,,"Sep 12, 2021",0.
,,,,"May 2, 2022",0.
,,,,"May 2, 2022",0.
,,,,"Dec 22, 2021",4.
,,,,"Dec 22, 2021",5.
,,,,"Mar 15, 2022",10.
,,,,"Mar 15, 2022",5.
,,,,"Feb 1, 2015",16.
,,,,"Feb 1, 2015",0.
,,,,"Dec 23, 2021",8.
,,,,"Dec 23, 2021",6.
,,,,"Mar 30, 2020",11.
,,,,"Mar 30, 2020",7.
,,,,"Dec 26, 2019",5.
,,,,"Dec 26, 2019",5.
,,,,"Aug 31, 2022",5.
,,,,"Aug 31, 2022",6.
,,,,"Nov 26, 2018",7.
,,,,"Nov 26, 2018",8.
,,,,"Nov 26, 2019",3.
,,,,"Nov 26, 2019",0.
,,,,"Nov 23, 2020",5.
,,,,"Nov 23, 2020",5.
,,,,"May 1, 2022",0.
,,,,"May 1, 2022",0.
,,,,"Jul 7, 2022",0.
,,,,"Jul 7, 2022",0.
,,,,"Feb 5, 2022",0.
,,,,"Feb 5, 2022",4.
,,,,"Nov 13, 2018",5.
,,,,"Nov 13, 2018",10.
,,,,"Sep 12, 2021",5.
,,,,"Sep 12, 2021",16.
,,,,"May 2, 2022",0.
,,,,"May 2, 2022",8.
,,,,"Dec 22, 2021",6.
,,,,"Dec 22, 2021",11.
,,,,"Mar 15, 2022",7.
,,,,"Mar 15, 2022",5.
,,,,"Feb 1, 2015",5.
,,,,"Feb 1, 2015",5.
,,,,"Dec 23, 2021",6.
,,,,"Dec 23, 2021",7.
,,,,"Mar 30, 2020",8.
,,,,"Mar 30, 2020",3.
,,,,"Dec 26, 2019",0.
,,,,"Dec 26, 2019",5.
,,,,"Aug 31, 2022",5.
,,,,"Aug 31, 2022",0.
,,,,"Nov 26, 2018",0.
,,,,"Nov 26, 2018",0.
,,,,"Nov 26, 2019",0.
,,,,"Nov 26, 2019",0.
,,,,"Nov 23, 2020",4.
,,,,"Nov 23, 2020",5.
,,,,"May 1, 2022",10.
,,,,"May 1, 2022",5.
,,,,"Jul 7, 2022",16.
,,,,"Jul 7, 2022",0.
,,,,"Feb 5, 2022",8.
,,,,"Feb 5, 2022",6.
,,,,"Nov 13, 2018",11.
,,,,"Nov 13, 2018",7.
,,,,"Sep 12, 2021",5.
,,,,"Sep 12, 2021",5.
,,,,"May 2, 2022",5.
,,,,"May 2, 2022",6.
,,,,"Dec 22, 2021",7.
,,,,"Dec 22, 2021",8.
,,,,"Mar 15, 2022",3.
,,,,"Mar 15, 2022",0.
,,,,"Feb 1, 2015",5.
,,,,"Feb 1, 2015",5.
,,,,"Dec 23, 2021",0.
,,,,"Dec 23, 2021",0.
,,,,"Mar 30, 2020",0.
,,,,"Mar 30, 2020",0.
,,,,"Dec 26, 2019",0.
,,,,"Dec 26, 2019",4.
,,,,"Aug 31, 2022",5.
,,,,"Aug 31, 2022",10.
,,,,"Nov 26, 2018",5.
,,,,"Nov 26, 2018",16.
,,,,"Nov 26, 2019",0.
,,,,"Nov 26, 2019",8.
,,,,"Nov 23, 2020",6.
,,,,"Nov 23, 2020",11.
,,,,"May 1, 2022",7.
,,,,"May 1, 2022",5.
,,,,"Jul 7, 2022",5.
,,,,"Jul 7, 2022",5.
,,,,"Feb 5, 2022",6.
,,,,"Feb 5, 2022",7.
,,,,"Nov 13, 2018",8.
,,,,"Nov 13, 2018",3.
,,,,"Sep 12, 2021",0.
,,,,"Sep 12, 2021",5.
,,,,"May 2, 2022",5.
,,,,"May 2, 2022",0.
,,,,"Dec 22, 2021",0.
,,,,"Dec 22, 2021",0.
,,,,"Mar 15, 2022",0.
,,,,"Mar 15, 2022",0.
,,,,"Feb 1, 2015",4.
,,,,"Feb 1, 2015",5.
,,,,"Dec 23, 2021",10.
,,,,"Dec 23, 2021",5.
,,,,"Mar 30, 2020",16.
,,,,"Mar 30, 2020",0.
,,,,"Dec 26, 2019",8.
,,,,"Dec 26, 2019",6.
,,,,"Aug 31, 2022",11.
,,,,"Aug 31, 2022",7.
,,,,"Nov 26, 2018",5.
,,,,"Nov 26, 2018",5.
,,,,"Nov 26, 2019",5.
,,,,"Nov 26, 2019",6.
,,,,"Nov 23, 2020",7.
,,,,"Nov 23, 2020",8.
,,,,"May 1, 2022",3.
,,,,"May 1, 2022",0.
,,,,"Jul 7, 2022",5.
,,,,"Jul 7, 2022",5.
,,,,"Feb 5, 2022",0.
,,,,"Feb 5, 2022",0.
,,,,"Nov 13, 2018",0.
,,,,"Nov 13, 2018",0.
,,,,"Sep 12, 2021",0.
,,,,"Sep 12, 2021",4.
,,,,"May 2, 2022",5.
,,,,"May 2, 2022",10.
,,,,"Dec 22, 2021",5.
,,,,"Dec 22, 2021",16.
,,,,"Mar 15, 2022",0.
,,,,"Mar 15, 2022",8.
,,,,"Feb 1, 2015",6.
,,,,"Feb 1, 2015",11.
,,,,"Dec 23, 2021",7.
,,,,"Dec 23, 2021",5.
,,,,"Mar 30, 2020",5.
,,,,"Mar 30, 2020",5.
,,,,"Dec 26, 2019",6.
,,,,"Dec 26, 2019",7.
,,,,"Aug 31, 2022",8.
,,,,"Aug 31, 2022",3.
,,,,"Nov 26, 2018",0.
,,,,"Nov 26, 2018",5.
,,,,"Nov 26, 2019",5.
,,,,"Nov 26, 2019",0.
,,,,"Nov 23, 2020",0.
,,,,"Nov 23, 2020",0.
,,,,"May 1, 2022",0.
,,,,"May 1, 2022",0.
,,,,"Jul 7, 2022",4.
,,,,"Jul 7, 2022",5.
,,,,"Feb 5, 2022",10.
,,,,"Feb 5, 2022",5.
,,,,"Nov 13, 2018",16.
,,,,"Nov 13, 2018",0.
,,,,"Sep 12, 2021",8.
,,,,"Sep 12, 2021",6.
,,,,"May 2, 2022",11.
,,,,"May 2, 2022",7.
,,,,"Dec 22, 2021",5.
,,,,"Dec 22, 2021",5.
,,,,"Mar 15, 2022",5.
,,,,"Mar 15, 2022",6.
,,,,"Feb 1, 2015",7.
,,,,"Feb 1, 2015",8.
,,,,"Dec 23, 2021",3.
,,,,"Dec 23, 2021",0.
,,,,"Mar 30, 2020",5.
,,,,"Mar 30, 2020",5.
,,,,"Dec 26, 2019",0.
,,,,"Dec 26, 2019",0.
,,,,"Aug 31, 2022",0.
,,,,"Aug 31, 2022",0.
,,,,"Nov 26, 2018",0.
,,,,"Nov 26, 2018",4.
,,,,"Nov 26, 2019",5.
,,,,"Nov 26, 2019",10.
,,,,"Nov 23, 2020",5.
,,,,"Nov 23, 2020",16.
,,,,"May 1, 2022",0.
,,,,"May 1, 2022",8.
,,,,"Jul 7, 2022",6.
,,,,"Jul 7, 2022",11.
,,,,"Feb 5, 2022",7.
,,,,"Feb 5, 2022",5.
,,,,"Nov 13, 2018",5.
,,,,"Nov 13, 2018",5.
,,,,"Sep 12, 2021",6.
,,,,"Sep 12, 2021",7.
,,,,"May 2, 2022",8.
,,,,"May 2, 2022",3.
,,,,"Dec 22, 2021",0.
,,,,"Dec 22, 2021",5.
,,,,"Mar 15, 2022",5.
,,,,"Mar 15, 2022",0.
,,,,"Feb 1, 2015",0.
,,,,"Feb 1, 2015",0.
,,,,"Dec 23, 2021",0.
,,,,"Dec 23, 2021",0.
,,,,"Mar 30, 2020",4.
,,,,"Mar 30, 2020",5.
,,,,"Dec 26, 2019",10.
,,,,"Dec 26, 2019",5.
,,,,"Aug 31, 2022",16.
,,,,"Aug 31, 2022",0.
,,,,"Nov 26, 2018",8.
,,,,"Nov 26, 2018",6.
,,,,"Nov 26, 2019",11.
,,,,"Nov 26, 2019",7.
,,,,"Nov 23, 2020",5.
,,,,"Nov 23, 2020",5.
,,,,"May 1, 2022",5.
,,,,"May 1, 2022",6.
,,,,"Jul 7, 2022",7.
,,,,"Jul 7, 2022",8.
,,,,"Feb 5, 2022",3.
,,,,"Feb 5, 2022",0.
,,,,"Nov 13, 2018",5.
,,,,"Nov 13, 2018",5.
,,,,"Sep 12, 2021",0.
,,,,"Sep 12, 2021",0.
,,,,"May 2, 2022",0.
,,,,"May 2, 2022",0.
,,,,"Dec 22, 2021",0.
,,,,"Dec 22, 2021",4.
,,,,"Mar 15, 2022",5.
,,,,"Mar 15, 2022",10.
,,,,"Feb 1, 2015",5.
,,,,"Feb 1, 2015",16.
,,,,"Dec 23, 2021",0.
,,,,"Dec 23, 2021",8.
,,,,"Mar 30, 2020",6.
,,,,"Mar 30, 2020",11.
,,,,"Dec 26, 2019",7.
,,,,"Dec 26, 2019",5.
,,,,"Aug 31, 2022",5.
,,,,"Aug 31, 2022",5.
,,,,"Nov 26, 2018",6.
,,,,"Nov 26, 2018",7.
,,,,"Nov 26, 2019",8.
,,,,"Nov 26, 2019",3.
,,,,"Nov 23, 2020",0.
,,,,"Nov 23, 2020",5.
,,,,"May 1, 2022",5.
,,,,"May 1, 2022",0.
,,,,"Jul 7, 2022",0.
,,,,"Jul 7, 2022",0.
,,,,"Feb 5, 2022",0.
,,,,"Feb 5, 2022",0.
,,,,"Nov 13, 2018",4.
,,,,"Nov 13, 2018",5.
,,,,"Sep 12, 2021",10.
,,,,"Sep 12, 2021",5.
,,,,"May 2, 2022",16.
,,,,"May 2, 2022",0.
,,,,"Dec 22, 2021",8.
,,,,"Dec 22, 2021",6.
,,,,"Mar 15, 2022",11.
,,,,"Mar 15, 2022",7.
,,,,"Feb 1, 2015",5.
,,,,"Feb 1, 2015",5.
,,,,"Dec 23, 2021",5.
,,,,"Dec 23, 2021",6.
,,,,"Mar 30, 2020",7.
,,,,"Mar 30, 2020",8.
,,,,"Dec 26, 2019",3.
,,,,"Dec 26, 2019",0.
,,,,"Aug 31, 2022",5.
,,,,"Aug 31, 2022",5.
,,,,"Nov 26, 2018",0.
,,,,"Nov 26, 2018",0.
,,,,"Nov 26, 2019",0.
,,,,"Nov 26, 2019",0.
,,,,"Nov 23, 2020",0.
,,,,"Nov 23, 2020",4.
,,,,"May 1, 2022",5.
,,,,"May 1, 2022",10.
,,,,"Jul 7, 2022",5.
,,,,"Jul 7, 2022",16.
,,,,"Feb 5, 2022",0.
,,,,"Feb 5, 2022",8.
,,,,"Nov 13, 2018",6.
,,,,"Nov 13, 2018",11.
,,,,"Sep 12, 2021",7.
,,,,"Sep 12, 2021",5.
,,,,"May 2, 2022",5.
,,,,"May 2, 2022",5.
,,,,"Dec 22, 2021",6.
,,,,"Dec 22, 2021",7.
,,,,"Mar 15, 2022",8.
,,,,"Mar 15, 2022",3.
,,,,"Feb 1, 2015",0.
,,,,"Feb 1, 2015",5.
,,,,"Dec 23, 2021",5.
,,,,"Dec 23, 2021",0.
,,,,"Mar 30, 2020",0.
,,,,"Mar 30, 2020",0.
,,,,"Dec 26, 2019",0.
,,,,"Dec 26, 2019",0.
,,,,"Aug 31, 2022",4.
,,,,"Aug 31, 2022",5.
,,,,"Nov 26, 2018",10.
,,,,"Nov 26, 2018",5.
,,,,"Nov 26, 2019",16.
,,,,"Nov 26, 2019",0.
,,,,"Nov 23, 2020",8.
,,,,"Nov 23, 2020",6.
,,,,"May 1, 2022",11.
,,,,"May 1, 2022",7.
,,,,"Jul 7, 2022",5.
,,,,"Jul 7, 2022",5.
,,,,"Feb 5, 2022",5.
,,,,"Feb 5, 2022",6.
,,,,"Nov 13, 2018",7.
,,,,"Nov 13, 2018",8.
,,,,"Sep 12, 2021",3.
,,,,"Sep 12, 2021",0.
,,,,"May 2, 2022",5.
,,,,"May 2, 2022",5.
,,,,"Dec 22, 2021",0.
,,,,"Dec 22, 2021",0.
,,,,"Mar 15, 2022",0.
,,,,"Mar 15, 2022",0.
,,,,"Feb 1, 2015",0.
,,,,"Feb 1, 2015",4.
,,,,"Dec 23, 2021",5.
,,,,"Dec 23, 2021",10.
,,,,"Mar 30, 2020",5.
,,,,"Mar 30, 2020",16.
,,,,"Dec 26, 2019",0.
,,,,"Dec 26, 2019",8.
,,,,"Aug 31, 2022",6.
,,,,"Aug 31, 2022",11.
,,,,"Nov 26, 2018",7.
,,,,"Nov 26, 2018",5.
,,,,"Nov 26, 2019",5.
,,,,"Nov 26, 2019",5.
,,,,"Nov 23, 2020",6.
,,,,"Nov 23, 2020",7.
,,,,"May 1, 2022",8.
,,,,"May 1, 2022",3.
,,,,"Jul 7, 2022",0.
,,,,"Jul 7, 2022",5.
,,,,"Feb 5, 2022",5.
,,,,"Feb 5, 2022",0.
,,,,"Nov 13, 2018",0.
,,,,"Nov 13, 2018",0.
,,,,"Sep 12, 2021",0.
,,,,"Sep 12, 2021",0.
,,,,"May 2, 2022",4.
,,,,"May 2, 2022",5.
,,,,"Dec 22, 2021",10.
,,,,"Dec 22, 2021",5.
,,,,"Mar 15, 2022",16.
,,,,"Mar 15, 2022",0.
,,,,"Feb 1, 2015",8.
,,,,"Feb 1, 2015",6.
,,,,"Dec 23, 2021",11.
,,,,"Dec 23, 2021",7.
,,,,"Mar 30, 2020",5.
,,,,"Mar 30, 2020",5.
,,,,"Dec 26, 2019",5.
,,,,"Dec 26, 2019",6.
,,,,"Aug 31, 2022",7.
,,,,"Aug 31, 2022",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2019",
,,,,"Nov 26, 2019",
,,,,"Nov 23, 2020",
,,,,"Nov 23, 2020",
,,,,"May 1, 2022",
,,,,"May 1, 2022",
,,,,"Jul 7, 2022",
,,,,"Jul 7, 2022",
,,,,"Feb 5, 2022",
,,,,"Feb 5, 2022",
,,,,"Nov 13, 2018",
,,,,"Nov 13, 2018",
,,,,"Sep 12, 2021",
,,,,"Sep 12, 2021",
,,,,"May 2, 2022",
,,,,"May 2, 2022",
,,,,"Dec 22, 2021",
,,,,"Dec 22, 2021",
,,,,"Mar 15, 2022",
,,,,"Mar 15, 2022",
,,,,"Feb 1, 2015",
,,,,"Feb 1, 2015",
,,,,"Dec 23, 2021",
,,,,"Dec 23, 2021",
,,,,"Mar 30, 2020",
,,,,"Mar 30, 2020",
,,,,"Dec 26, 2019",
,,,,"Dec 26, 2019",
,,,,"Aug 31, 2022",
,,,,"Aug 31, 2022",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2019",
,,,,"Nov 26, 2019",
,,,,"Nov 23, 2020",
,,,,"Nov 23, 2020",
,,,,"May 1, 2022",
,,,,"May 1, 2022",
,,,,"Jul 7, 2022",
,,,,"Jul 7, 2022",
,,,,"Feb 5, 2022",
,,,,"Feb 5, 2022",
,,,,"Nov 13, 2018",
,,,,"Nov 13, 2018",
,,,,"Sep 12, 2021",
,,,,"Sep 12, 2021",
,,,,"May 2, 2022",
,,,,"May 2, 2022",
,,,,"Dec 22, 2021",
,,,,"Dec 22, 2021",
,,,,"Mar 15, 2022",
,,,,"Mar 15, 2022",
,,,,"Feb 1, 2015",
,,,,"Feb 1, 2015",
,,,,"Dec 23, 2021",
,,,,"Dec 23, 2021",
,,,,"Mar 30, 2020",
,,,,"Mar 30, 2020",
,,,,"Dec 26, 2019",
,,,,"Dec 26, 2019",
,,,,"Aug 31, 2022",
,,,,"Aug 31, 2022",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2019",
,,,,"Nov 26, 2019",
,,,,"Nov 23, 2020",
,,,,"Nov 23, 2020",
,,,,"May 1, 2022",
,,,,"May 1, 2022",
,,,,"Jul 7, 2022",
,,,,"Jul 7, 2022",
,,,,"Feb 5, 2022",
,,,,"Feb 5, 2022",
,,,,"Nov 13, 2018",
,,,,"Nov 13, 2018",
,,,,"Sep 12, 2021",
,,,,"Sep 12, 2021",
,,,,"May 2, 2022",
,,,,"May 2, 2022",
,,,,"Dec 22, 2021",
,,,,"Dec 22, 2021",
,,,,"Mar 15, 2022",
,,,,"Mar 15, 2022",
,,,,"Feb 1, 2015",
,,,,"Feb 1, 2015",
,,,,"Dec 23, 2021",
,,,,"Dec 23, 2021",
,,,,"Mar 30, 2020",
,,,,"Mar 30, 2020",
,,,,"Dec 26, 2019",
,,,,"Dec 26, 2019",
,,,,"Aug 31, 2022",
,,,,"Aug 31, 2022",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2019",
,,,,"Nov 26, 2019",
,,,,"Nov 23, 2020",
,,,,"Nov 23, 2020",
,,,,"May 1, 2022",
,,,,"May 1, 2022",
,,,,"Jul 7, 2022",
,,,,"Jul 7, 2022",
,,,,"Feb 5, 2022",
,,,,"Feb 5, 2022",
,,,,"Nov 13, 2018",
,,,,"Nov 13, 2018",
,,,,"Sep 12, 2021",
,,,,"Sep 12, 2021",
,,,,"May 2, 2022",
,,,,"May 2, 2022",
,,,,"Dec 22, 2021",
,,,,"Dec 22, 2021",
,,,,"Mar 15, 2022",
,,,,"Mar 15, 2022",
,,,,"Feb 1, 2015",
,,,,"Feb 1, 2015",
,,,,"Dec 23, 2021",
,,,,"Dec 23, 2021",
,,,,"Mar 30, 2020",
,,,,"Mar 30, 2020",
,,,,"Dec 26, 2019",
,,,,"Dec 26, 2019",
,,,,"Aug 31, 2022",
,,,,"Aug 31, 2022",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2019",
,,,,"Nov 26, 2019",
,,,,"Nov 23, 2020",
,,,,"Nov 23, 2020",
,,,,"May 1, 2022",
,,,,"May 1, 2022",
,,,,"Jul 7, 2022",
,,,,"Jul 7, 2022",
,,,,"Feb 5, 2022",
,,,,"Feb 5, 2022",
,,,,"Nov 13, 2018",
,,,,"Nov 13, 2018",
,,,,"Sep 12, 2021",
,,,,"Sep 12, 2021",
,,,,"May 2, 2022",
,,,,"May 2, 2022",
,,,,"Dec 22, 2021",
,,,,"Dec 22, 2021",
,,,,"Mar 15, 2022",
,,,,"Mar 15, 2022",
,,,,"Feb 1, 2015",
,,,,"Feb 1, 2015",
,,,,"Dec 23, 2021",
,,,,"Dec 23, 2021",
,,,,"Mar 30, 2020",
,,,,"Mar 30, 2020",
,,,,"Dec 26, 2019",
,,,,"Dec 26, 2019",
,,,,"Aug 31, 2022",
,,,,"Aug 31, 2022",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2019",
,,,,"Nov 26, 2019",
,,,,"Nov 23, 2020",
,,,,"Nov 23, 2020",
,,,,"May 1, 2022",
,,,,"May 1, 2022",
,,,,"Jul 7, 2022",
,,,,"Jul 7, 2022",
,,,,"Feb 5, 2022",
,,,,"Feb 5, 2022",
,,,,"Nov 13, 2018",
,,,,"Nov 13, 2018",
,,,,"Sep 12, 2021",
,,,,"Sep 12, 2021",
,,,,"May 2, 2022",
,,,,"May 2, 2022",
,,,,"Dec 22, 2021",
,,,,"Dec 22, 2021",
,,,,"Mar 15, 2022",
,,,,"Mar 15, 2022",
,,,,"Feb 1, 2015",
,,,,"Feb 1, 2015",
,,,,"Dec 23, 2021",
,,,,"Dec 23, 2021",
,,,,"Mar 30, 2020",
,,,,"Mar 30, 2020",
,,,,"Dec 26, 2019",
,,,,"Dec 26, 2019",
,,,,"Aug 31, 2022",
,,,,"Aug 31, 2022",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2019",
,,,,"Nov 26, 2019",
,,,,"Nov 23, 2020",
,,,,"Nov 23, 2020",
,,,,"May 1, 2022",
,,,,"May 1, 2022",
,,,,"Jul 7, 2022",
,,,,"Jul 7, 2022",
,,,,"Feb 5, 2022",
,,,,"Feb 5, 2022",
,,,,"Nov 13, 2018",
,,,,"Nov 13, 2018",
,,,,"Sep 12, 2021",
,,,,"Sep 12, 2021",
,,,,"May 2, 2022",
,,,,"May 2, 2022",
,,,,"Dec 22, 2021",
,,,,"Dec 22, 2021",
,,,,"Mar 15, 2022",
,,,,"Mar 15, 2022",
,,,,"Feb 1, 2015",
,,,,"Feb 1, 2015",
,,,,"Dec 23, 2021",
,,,,"Dec 23, 2021",
,,,,"Mar 30, 2020",
,,,,"Mar 30, 2020",
,,,,"Dec 26, 2019",
,,,,"Dec 26, 2019",
,,,,"Aug 31, 2022",
,,,,"Aug 31, 2022",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2019",
,,,,"Nov 26, 2019",
,,,,"Nov 23, 2020",
,,,,"Nov 23, 2020",
,,,,"May 1, 2022",
,,,,"May 1, 2022",
,,,,"Jul 7, 2022",
,,,,"Jul 7, 2022",
,,,,"Feb 5, 2022",
,,,,"Feb 5, 2022",
,,,,"Nov 13, 2018",
,,,,"Nov 13, 2018",
,,,,"Sep 12, 2021",
,,,,"Sep 12, 2021",
,,,,"May 2, 2022",
,,,,"May 2, 2022",
,,,,"Dec 22, 2021",
,,,,"Dec 22, 2021",
,,,,"Mar 15, 2022",
,,,,"Mar 15, 2022",
,,,,"Feb 1, 2015",
,,,,"Feb 1, 2015",
,,,,"Dec 23, 2021",
,,,,"Dec 23, 2021",
,,,,"Mar 30, 2020",
,,,,"Mar 30, 2020",
,,,,"Dec 26, 2019",
,,,,"Dec 26, 2019",
,,,,"Aug 31, 2022",
,,,,"Aug 31, 2022",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2019",
,,,,"Nov 26, 2019",
,,,,"Nov 23, 2020",
,,,,"Nov 23, 2020",
,,,,"May 1, 2022",
,,,,"May 1, 2022",
,,,,"Jul 7, 2022",
,,,,"Jul 7, 2022",
,,,,"Feb 5, 2022",
,,,,"Feb 5, 2022",
,,,,"Nov 13, 2018",
,,,,"Nov 13, 2018",
,,,,"Sep 12, 2021",
,,,,"Sep 12, 2021",
,,,,"May 2, 2022",
,,,,"May 2, 2022",
,,,,"Dec 22, 2021",
,,,,"Dec 22, 2021",
,,,,"Mar 15, 2022",
,,,,"Mar 15, 2022",
,,,,"Feb 1, 2015",
,,,,"Feb 1, 2015",
,,,,"Dec 23, 2021",
,,,,"Dec 23, 2021",
,,,,"Mar 30, 2020",
,,,,"Mar 30, 2020",
,,,,"Dec 26, 2019",
,,,,"Dec 26, 2019",
,,,,"Aug 31, 2022",
,,,,"Aug 31, 2022",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2019",
,,,,"Nov 26, 2019",
,,,,"Nov 23, 2020",
,,,,"Nov 23, 2020",
,,,,"May 1, 2022",
,,,,"May 1, 2022",
,,,,"Jul 7, 2022",
,,,,"Jul 7, 2022",
,,,,"Feb 5, 2022",
,,,,"Feb 5, 2022",
,,,,"Nov 13, 2018",
,,,,"Nov 13, 2018",
,,,,"Sep 12, 2021",
,,,,"Sep 12, 2021",
,,,,"May 2, 2022",
,,,,"May 2, 2022",
,,,,"Dec 22, 2021",
,,,,"Dec 22, 2021",
,,,,"Mar 15, 2022",
,,,,"Mar 15, 2022",
,,,,"Feb 1, 2015",
,,,,"Feb 1, 2015",
,,,,"Dec 23, 2021",
,,,,"Dec 23, 2021",
,,,,"Mar 30, 2020",
,,,,"Mar 30, 2020",
,,,,"Dec 26, 2019",
,,,,"Dec 26, 2019",
,,,,"Aug 31, 2022",
,,,,"Aug 31, 2022",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2019",
,,,,"Nov 26, 2019",
,,,,"Nov 23, 2020",
,,,,"Nov 23, 2020",
,,,,"May 1, 2022",
,,,,"May 1, 2022",
,,,,"Jul 7, 2022",
,,,,"Jul 7, 2022",
,,,,"Feb 5, 2022",
,,,,"Feb 5, 2022",
,,,,"Nov 13, 2018",
,,,,"Nov 13, 2018",
,,,,"Sep 12, 2021",
,,,,"Sep 12, 2021",
,,,,"May 2, 2022",
,,,,"May 2, 2022",
,,,,"Dec 22, 2021",
,,,,"Dec 22, 2021",
,,,,"Mar 15, 2022",
,,,,"Mar 15, 2022",
,,,,"Feb 1, 2015",
,,,,"Feb 1, 2015",
,,,,"Dec 23, 2021",
,,,,"Dec 23, 2021",
,,,,"Mar 30, 2020",
,,,,"Mar 30, 2020",
,,,,"Dec 26, 2019",
,,,,"Dec 26, 2019",
,,,,"Aug 31, 2022",
,,,,"Aug 31, 2022",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2019",
,,,,"Nov 26, 2019",
,,,,"Nov 23, 2020",
,,,,"Nov 23, 2020",
,,,,"May 1, 2022",
,,,,"May 1, 2022",
,,,,"Jul 7, 2022",
,,,,"Jul 7, 2022",
,,,,"Feb 5, 2022",
,,,,"Feb 5, 2022",
,,,,"Nov 13, 2018",
,,,,"Nov 13, 2018",
,,,,"Sep 12, 2021",
,,,,"Sep 12, 2021",
,,,,"May 2, 2022",
,,,,"May 2, 2022",
,,,,"Dec 22, 2021",
,,,,"Dec 22, 2021",
,,,,"Mar 15, 2022",
,,,,"Mar 15, 2022",
,,,,"Feb 1, 2015",
,,,,"Feb 1, 2015",
,,,,"Dec 23, 2021",
,,,,"Dec 23, 2021",
,,,,"Mar 30, 2020",
,,,,"Mar 30, 2020",
,,,,"Dec 26, 2019",
,,,,"Dec 26, 2019",
,,,,"Aug 31, 2022",
,,,,"Aug 31, 2022",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2019",
,,,,"Nov 26, 2019",
,,,,"Nov 23, 2020",
,,,,"Nov 23, 2020",
,,,,"May 1, 2022",
,,,,"May 1, 2022",
,,,,"Jul 7, 2022",
,,,,"Jul 7, 2022",
,,,,"Feb 5, 2022",
,,,,"Feb 5, 2022",
,,,,"Nov 13, 2018",
,,,,"Nov 13, 2018",
,,,,"Sep 12, 2021",
,,,,"Sep 12, 2021",
,,,,"May 2, 2022",
,,,,"May 2, 2022",
,,,,"Dec 22, 2021",
,,,,"Dec 22, 2021",
,,,,"Mar 15, 2022",
,,,,"Mar 15, 2022",
,,,,"Feb 1, 2015",
,,,,"Feb 1, 2015",
,,,,"Dec 23, 2021",
,,,,"Dec 23, 2021",
,,,,"Mar 30, 2020",
,,,,"Mar 30, 2020",
,,,,"Dec 26, 2019",
,,,,"Dec 26, 2019",
,,,,"Aug 31, 2022",
,,,,"Aug 31, 2022",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2019",
,,,,"Nov 26, 2019",
,,,,"Nov 23, 2020",
,,,,"Nov 23, 2020",
,,,,"May 1, 2022",
,,,,"May 1, 2022",
,,,,"Jul 7, 2022",
,,,,"Jul 7, 2022",
,,,,"Feb 5, 2022",
,,,,"Feb 5, 2022",
,,,,"Nov 13, 2018",
,,,,"Nov 13, 2018",
,,,,"Sep 12, 2021",
,,,,"Sep 12, 2021",
,,,,"May 2, 2022",
,,,,"May 2, 2022",
,,,,"Dec 22, 2021",
,,,,"Dec 22, 2021",
,,,,"Mar 15, 2022",
,,,,"Mar 15, 2022",
,,,,"Feb 1, 2015",
,,,,"Feb 1, 2015",
,,,,"Dec 23, 2021",
,,,,"Dec 23, 2021",
,,,,"Mar 30, 2020",
,,,,"Mar 30, 2020",
,,,,"Dec 26, 2019",
,,,,"Dec 26, 2019",
,,,,"Aug 31, 2022",
,,,,"Aug 31, 2022",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2018",
,,,,"Nov 26, 2019",
,,,,"Nov 26, 2019",
,,,,"Nov 23, 2020",
,,,,"Nov 23, 2020",
,,,,"May 1, 2022",
,,,,"May 1, 2022",
,,,,"Jul 7, 2022",
,,,,"Jul 7, 2022",
,,,,"Feb 5, 2022",
,,,,"Feb 5, 2022",
,,,,"Nov 13, 2018",
,,,,"Nov 13, 2018",
,,,,"Sep 12, 2021",
